0.366	0.046	0.639	0.929	0.743	0.708	0.6	0.668	0.608	0.589	0.932
0.212	0.74	0.7	0.874	0.862	0.073	0.889	0.493	0.04	0.3	0.442
0.765	0.421	0.469	0.632	0.245	0.618	0.755	0.986	0.433	0.439	0.925
0.898	0.411	0.419	0.884	0.882	0.835	0.192	0.094	0.184	0.901	0.539
0.577	0.707	0.482	0.374	0.685	0.197	0.241	0.731	0.81	0.421	0.137
0.864	0.729	0.626	0.431	0.876	0.345	0.924	0.979	0.93	0.149	0.369
0.338	0.965	0.878	0.39	0.958	0.037	0.46	0.946	0.528	0.833	0.55
0.239	0.375	0.659	0.646	0.052	0.646	0.214	0.029	0.84	0.914	0.764
0.55	0.493	0.735	0.89	0.59	0.293	0.653	0.882	0.331	0.968	0.119
0.957	0.906	0.889	0.788	0.908	0.808	0.416	0.726	0.523	0.466	0.091
0.09	0.057	0.76	0.908	0.99	0.34	0.832	0.141	0.339	0.633	0.494
0.304	0.692	0.18	0.16	0.635	0.242	0.516	0.25	0.145	0.394	0.974
0.694	0.664	0.589	0.526	0.26	0.51	0.321	0.011	0.155	0.376	0.651
0.089	0.523	0.796	0.833	0.724	0.236	0.041	0.075	0.84	0.624	0.668
0.871	0.849	0.626	0.986	0.776	0.103	0.141	0.621	0.986	0.003	0.268
0.982	0.583	0.375	0.485	0.905	0.851	0.947	0.786	0.939	0.645	0.26
0.216	0.766	0.375	0.084	0.276	0.006	0.845	0.481	0.164	0.239	0.793
0.973	0.896	0.416	0.732	0.897	0.917	0.95	0.375	0.895	0.953	0.689
0.718	0.692	0.489	0.673	0.619	0.75	0.43	0.022	0.554	0.119	0.25
0.586	0.067	0.833	0.131	0.979	0.327	0.493	0.408	0.477	0.113	0.257
0.906	0.82	0.492	0.316	0.635	0.35	0.445	0.078	0.627	0.072	0.687
0.71	0.641	0.165	0.985	0.383	0.872	0.182	0.335	0.559	0.76	0.687
0.469	0.908	0.5	0.361	0.294	0.03	0.871	0.658	0.035	0.932	0.557
0.956	0.045	0.37	0.221	0.765	0.462	0.522	0.216	0.951	0.189	0.153
0.958	0.144	0.916	0.382	0.676	0.451	0.245	0.377	0.451	0.361	0.361
0.862	0.226	0.235	0.002	0.073	0.704	0.127	0.988	0.903	0.903	0.736
0.937	0.343	0.434	0.194	0.31	0.947	0.45	0.04	0.452	0.98	0.637
0.168	0.783	0.123	0.497	0.756	0.925	0.078	0.694	0.203	0.104	0.201
0.176	0.844	0.838	0.304	0.345	0.814	0.549	0.15	0.593	0.766	0.482
0.726	0.089	0.257	0.98	0.29	0.864	0.546	0.992	0.375	0.836	0.225
0.411	0.352	0.647	0.58	0.723	0.933	0.867	0.814	0.253	0.967	0.364
0.319	0.207	0.221	0.432	0.988	0.615	0.38	0.553	0.137	0.211	0.393
0.528	0.018	0.303	0.411	0.045	0.018	0.638	0.991	0.707	0.619	0.376
0.959	0.906	0.882	0.28	0.279	0.953	0.741	0.41	0.579	0.329	0.659
0.677	0.508	0.953	0.267	0.826	0.921	0.932	0.464	0.581	0.037	0.335
0.059	0.933	0.058	0.138	0.459	0.794	0.447	0.68	0.098	0.551	1.0
0.585	0.255	0.355	0.08	0.381	0.678	0.342	0.919	0.757	0.954	0.365
0.651	0.659	0.878	0.238	0.875	0.286	0.175	0.924	0.845	0.31	0.795
0.589	0.079	0.594	0.668	0.954	0.065	0.992	0.243	0.906	0.972	0.842
0.347	0.904	0.733	0.127	0.907	0.337	0.665	0.362	0.865	0.585	0.808
0.721	0.165	0.247	0.516	0.014	0.054	0.651	0.433	0.688	0.053	0.532
0.883	0.168	0.85	0.473	0.868	0.472	0.101	0.554	0.339	0.245	0.525
0.411	0.118	0.052	0.002	0.817	0.885	0.009	0.352	0.737	0.927	0.634
0.345	0.759	0.941	0.054	0.028	0.713	0.026	0.608	0.886	0.306	0.152
0.179	0.464	0.581	0.82	0.571	0.064	0.052	0.305	0.585	0.787	0.466
0.911	0.5	0.766	0.195	0.869	0.091	0.652	0.447	0.114	0.374	0.524
0.616	0.968	0.816	0.209	0.296	0.886	0.83	0.649	0.724	0.806	0.002
0.33	0.648	0.322	0.645	0.011	0.945	0.839	0.936	0.931	0.593	0.132
0.144	0.436	0.988	0.215	0.154	0.503	0.961	0.249	0.812	0.947	0.267
0.285	0.371	0.183	0.784	0.996	0.71	0.32	0.098	0.21	0.823	0.976
0.705	0.955	0.488	0.685	0.565	0.95	0.976	0.967	0.332	0.958	0.077
0.123	0.179	0.17	0.775	0.626	0.785	0.859	0.361	0.512	0.692	0.851
0.889	0.551	0.954	0.989	0.418	0.07	0.729	0.637	0.639	0.245	0.208
0.468	0.115	0.329	0.083	0.209	0.542	0.782	0.565	0.774	0.16	0.511
0.82	0.215	0.684	0.448	0.578	0.231	0.893	0.53	0.572	0.545	0.332
0.716	0.438	0.328	0.404	0.082	0.642	0.983	0.51	0.146	0.054	0.028
0.791	0.57	0.799	0.526	0.452	0.059	0.097	0.479	0.617	0.804	0.902
0.9	0.145	0.086	0.291	0.783	0.888	0.728	0.717	0.064	0.386	0.93
0.423	0.739	0.123	0.628	0.568	0.726	0.059	0.957	0.848	0.71	0.315
0.554	0.697	0.173	0.561	0.438	0.486	0.045	0.874	0.92	0.459	0.934
0.579	0.566	0.565	0.683	0.849	0.515	0.733	0.074	0.655	0.576	0.605
0.888	0.002	0.386	0.184	0.14	0.224	0.575	0.421	0.241	0.554	0.327
0.24	0.06	0.078	0.931	0.119	0.317	0.663	0.939	0.93	0.521	0.441
0.309	0.362	0.714	0.951	0.484	0.951	0.609	0.096	0.712	0.395	0.317
0.66	0.011	0.594	0.754	0.258	0.124	0.595	0.989	0.223	0.472	0.415
0.258	0.13	0.591	0.543	0.076	0.357	0.799	0.769	0.945	0.343	0.852
0.867	0.394	0.956	0.176	0.592	0.72	0.708	0.862	0.371	0.619	0.376
0.96	0.068	0.068	0.979	0.801	0.201	0.216	0.918	0.988	0.038	0.772
0.575	0.421	0.045	0.336	0.574	0.242	0.306	0.409	0.437	0.83	0.623
0.346	0.365	0.087	0.199	0.376	0.471	0.054	0.985	0.873	0.814	0.559
0.024	0.51	0.273	0.984	0.345	0.558	0.396	0.43	0.294	0.57	0.063
0.546	0.478	0.909	0.015	0.009	0.858	0.121	0.031	0.2	0.928	0.911
0.827	0.923	0.302	0.608	0.537	0.109	0.514	0.319	0.987	0.328	0.266
0.652	0.846	0.58	0.921	0.781	0.113	0.288	0.541	0.852	0.353	0.622
0.345	0.203	0.559	0.29	0.088	0.633	0.475	0.722	0.469	0.023	0.797
0.117	0.347	0.918	0.662	0.186	0.266	0.299	0.479	0.549	0.469	0.671
0.221	0.632	0.387	0.764	0.999	0.623	0.353	0.579	0.876	0.503	0.122
0.28	0.612	0.417	0.616	0.423	0.28	0.684	0.22	0.321	0.44	0.579
0.863	0.919	0.903	0.566	0.033	0.424	0.916	0.089	0.912	0.059	0.991
0.168	0.769	0.749	0.496	0.95	0.823	0.244	0.544	0.16	0.844	0.165
0.7	0.81	0.877	0.739	0.498	0.881	0.584	0.521	0.794	0.713	0.89
0.241	0.548	0.695	0.796	0.018	0.682	0.473	0.468	0.587	0.321	0.305
0.94	0.831	0.837	0.373	0.104	0.898	0.821	0.839	0.927	0.396	0.312
0.176	0.237	0.678	0.344	0.839	0.78	0.032	0.171	0.668	0.649	0.675
0.31	0.477	0.679	0.79	0.895	0.202	0.833	0.517	0.699	0.602	0.128
0.701	0.58	0.966	0.215	0.425	0.03	0.481	0.252	0.836	0.995	0.954
0.348	0.53	0.077	0.301	0.485	0.827	0.819	0.852	0.464	0.577	0.765
0.806	0.153	0.765	0.62	0.324	0.017	0.06	0.935	0.663	0.685	0.639
0.388	0.409	0.083	0.065	0.92	0.386	0.492	0.722	0.7	0.009	0.76
0.36	0.122	0.942	0.732	0.556	0.827	0.689	0.94	0.515	0.038	0.365
0.488	0.47	0.343	0.261	0.076	0.094	0.413	0.985	0.106	0.762	0.063
0.874	0.841	0.189	0.477	0.127	0.695	0.975	0.378	0.584	0.782	0.846
0.448	0.361	0.043	0.921	0.281	0.629	0.378	0.171	0.743	0.659	0.461
0.361	0.687	0.873	0.1	0.123	0.591	0.067	0.291	0.509	0.83	0.152
0.38	0.323	0.989	0.716	0.104	0.755	0.82	0.489	0.593	0.37	0.191
0.294	0.828	0.287	0.674	0.404	0.456	0.484	0.171	0.311	0.308	0.503
0.388	0.783	0.446	0.487	0.756	0.759	0.066	0.391	0.864	0.043	0.142
0.425	0.362	0.018	0.247	0.267	0.757	0.553	0.599	0.349	0.536	0.104
0.02	0.557	0.561	0.54	0.144	0.058	0.731	0.596	0.928	0.503	0.508
0.95	0.223	0.827	0.02	0.864	0.948	0.979	0.078	0.99	0.173	0.404
0.678	0.419	0.259	0.815	0.202	0.318	0.047	0.823	0.836	0.499	0.972
0.286	0.469	0.114	0.885	0.806	0.633	0.236	0.337	0.689	0.909	0.485
0.031	0.795	0.572	0.993	0.161	0.154	0.15	0.956	0.414	0.901	0.012
0.736	0.462	0.107	0.044	0.985	0.885	0.297	0.993	0.518	0.597	0.048
0.052	0.763	0.009	0.849	0.833	0.438	0.372	0.54	0.97	0.729	0.942
0.017	0.182	0.666	0.903	0.59	0.81	0.565	0.257	0.308	0.495	0.387
0.199	0.815	0.896	0.612	0.869	0.822	0.082	0.75	0.756	0.058	0.495
